cisp,mes,ano,aisp,risp,arma_fabricacao_caseira,carabina,espingarda,fuzil,garrucha,garruchao,metralhadora,outros,pistola,revolver,submetralhadora,total
89,9,2012,37,5,0,0,0,0,0,0,0,0,1,7,0,8
89,10,2012,37,5,0,0,1,0,1,0,0,0,2,6,0,10
89,11,2012,37,5,0,0,1,0,1,0,0,0,2,8,0,12
89,12,2012,37,5,0,0,1,0,0,0,0,0,2,6,0,9
90,1,2012,28,5,0,0,0,0,1,0,0,0,0,6,0,7
90,2,2012,28,5,0,0,1,0,0,0,0,0,1,6,0,8
90,3,2012,28,5,0,0,0,0,1,0,0,0,1,7,0,9
90,4,2012,28,5,0,1,0,0,0,0,0,0,1,6,0,8
90,5,2012,28,5,0,0,0,0,1,0,0,0,1,2,0,4
90,6,2012,28,5,0,0,0,0,0,0,0,0,0,2,0,2
90,7,2012,28,5,0,0,1,0,0,0,0,0,0,5,0,6
90,8,2012,28,5,0,0,0,0,0,0,0,0,0,6,0,6
90,9,2012,28,5,0,0,0,0,0,0,0,0,1,2,0,3
90,10,2012,28,5,0,0,0,0,0,0,0,0,0,7,0,7
90,11,2012,28,5,0,0,0,0,1,0,0,0,0,1,0,2
90,12,2012,28,5,0,0,3,0,1,0,0,0,0,3,0,7
91,1,2012,10,5,0,0,1,0,0,0,0,1,0,2,0,4
91,2,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
91,3,2012,10,5,0,0,1,0,0,0,0,0,0,1,0,2
91,4,2012,10,5,0,0,0,1,0,0,0,0,1,3,0,5
91,5,2012,10,5,0,0,0,0,0,0,0,0,3,4,0,7
91,6,2012,10,5,0,0,0,0,0,0,0,0,0,3,0,3
91,7,2012,10,5,0,0,0,0,0,0,0,0,2,0,0,2
91,8,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
91,9,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
91,10,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
91,11,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
91,12,2012,10,5,0,0,0,0,0,0,0,0,0,4,0,4
92,1,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,2,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,3,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,4,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
92,5,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,6,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,7,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,8,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,9,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,10,2012,10,5,0,0,0,0,0,0,0,0,7,2,0,9
92,11,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
92,12,2012,10,5,0,0,1,0,0,0,0,0,1,1,0,3
93,1,2012,28,5,0,0,0,0,1,0,0,0,0,3,0,4
93,2,2012,28,5,0,1,0,0,0,0,0,0,0,6,0,7
93,3,2012,28,5,0,0,2,0,0,0,0,0,2,6,0,10
93,4,2012,28,5,0,0,2,0,0,0,0,0,2,8,0,12
93,5,2012,28,5,0,0,1,0,0,0,0,0,1,6,0,8
93,6,2012,28,5,0,0,0,0,0,0,0,0,0,6,0,6
93,7,2012,28,5,0,0,0,0,0,0,1,0,0,6,0,7
93,8,2012,28,5,0,0,0,0,0,0,0,0,1,4,0,5
93,9,2012,28,5,0,0,0,0,1,0,0,0,0,5,0,6
93,10,2012,28,5,0,0,0,0,2,0,0,0,3,5,0,10
93,11,2012,28,5,0,0,2,0,1,0,0,0,0,5,0,8
93,12,2012,28,5,0,0,2,0,0,0,0,0,1,3,0,6
94,1,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
94,2,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
94,3,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
94,4,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
94,5,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
94,6,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
94,7,2012,10,5,0,0,0,0,0,0,0,0,6,1,0,7
94,8,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
94,9,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
94,10,2012,10,5,0,0,0,1,0,0,0,0,0,1,0,2
94,11,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
94,12,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
95,1,2012,10,5,0,0,1,0,0,0,0,0,1,1,0,3
95,2,2012,10,5,0,0,0,0,1,0,0,0,1,3,0,5
95,3,2012,10,5,0,0,0,0,1,0,0,0,0,0,0,1
95,4,2012,10,5,0,0,1,0,1,0,0,0,0,1,0,3
95,5,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
95,6,2012,10,5,0,0,1,0,0,0,0,0,0,0,0,1
95,7,2012,10,5,0,0,2,0,0,0,0,0,0,0,0,2
95,8,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
95,9,2012,10,5,0,0,3,0,0,0,0,0,0,4,0,7
95,10,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
95,11,2012,10,5,0,0,2,0,0,0,0,0,0,0,0,2
95,12,2012,10,5,0,0,1,0,1,0,0,0,0,0,0,2
96,1,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
96,2,2012,10,5,0,1,1,0,0,0,0,0,0,1,0,3
96,3,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
96,4,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
96,5,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
96,6,2012,10,5,0,1,0,0,0,0,0,0,0,0,0,1
96,7,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
96,8,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
96,9,2012,10,5,0,0,1,0,0,0,0,0,0,0,0,1
96,10,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
96,11,2012,10,5,0,0,1,0,0,0,0,0,0,2,0,3
96,12,2012,10,5,0,0,0,0,0,0,0,0,0,2,0,2
97,1,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,2,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,3,2012,10,5,0,0,0,0,0,0,0,0,0,1,0,1
97,4,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,5,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,6,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,7,2012,10,5,0,0,1,0,0,0,0,0,1,0,0,2
97,8,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,9,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,10,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,11,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
97,12,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
98,1,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
98,2,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
98,3,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
98,4,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
98,5,2012,10,5,0,0,0,0,0,0,0,0,2,0,0,2
98,6,2012,10,5,0,0,1,0,0,0,0,0,0,0,0,1
98,7,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
98,8,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
98,9,2012,10,5,0,0,1,0,0,0,0,0,0,0,0,1
98,10,2012,10,5,0,0,1,0,0,0,0,0,0,0,0,1
98,11,2012,10,5,0,0,0,0,0,0,0,0,0,0,0,0
98,12,2012,10,5,0,0,1,0,0,0,0,0,0,0,0,1
99,1,2012,37,5,0,0,0,0,0,0,0,0,1,2,0,3
99,2,2012,37,5,0,0,1,0,0,0,0,0,1,4,0,6
99,3,2012,37,5,0,0,1,0,0,0,0,0,0,0,0,1
99,4,2012,37,5,0,0,1,0,0,0,0,0,0,2,0,3
99,5,2012,37,5,0,1,2,0,0,0,0,0,0,4,0,7
99,6,2012,37,5,1,0,0,1,0,0,0,0,3,1,0,6
99,7,2012,37,5,0,0,0,0,0,0,0,0,1,3,0,4
99,8,2012,37,5,0,0,0,0,1,0,0,0,0,4,0,5
99,9,2012,37,5,0,0,0,0,0,0,0,0,0,1,0,1
99,10,2012,37,5,0,0,0,0,0,0,0,0,0,4,0,4
99,11,2012,37,5,0,0,0,0,0,0,0,0,0,2,0,2
99,12,2012,37,5,0,0,3,0,0,0,1,1,1,6,0,12
100,1,2012,37,5,0,0,0,0,1,0,0,0,0,0,0,1
100,2,2012,37,5,0,0,1,0,0,0,0,0,0,0,0,1
100,3,2012,37,5,0,0,1,0,0,0,0,0,0,1,0,2
100,4,2012,37,5,0,0,0,0,0,0,0,0,0,2,0,2
100,5,2012,37,5,0,0,1,0,0,0,0,0,0,0,0,1
100,6,2012,37,5,0,1,2,0,0,0,0,0,0,1,0,4
100,7,2012,37,5,0,0,0,0,0,0,0,0,1,0,0,1
100,8,2012,37,5,0,0,0,0,0,0,0,0,0,1,0,1
100,9,2012,37,5,0,0,0,0,0,0,0,0,0,0,0,0
100,10,2012,37,5,0,0,0,0,0,0,0,0,0,1,0,1
100,11,2012,37,5,0,0,0,0,0,0,0,0,0,0,0,0
100,12,2012,37,5,0,0,0,0,0,0,0,0,0,0,0,0
101,1,2012,28,5,0,0,0,0,0,0,0,0,1,0,0,1
101,2,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,3,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,4,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,5,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,6,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,7,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,8,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,9,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,10,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,11,2012,28,5,0,0,0,0,0,0,0,0,0,0,0,0
101,12,2012,28,5,0,0,1,0,0,0,0,0,0,1,0,2
104,1,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,2,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,3,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,4,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,5,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,6,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,7,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,8,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,9,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,10,2012,30,7,0,0,0,0,0,0,0,0,1,0,0,1
104,11,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
104,12,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2012,26,7,0,0,0,0,1,0,0,0,2,2,0,5
105,2,2012,26,7,0,0,0,0,0,0,0,0,2,2,0,4
105,3,2012,26,7,0,0,0,0,0,0,0,0,1,4,0,5
105,4,2012,26,7,0,0,1,0,1,0,0,0,0,1,0,3
105,5,2012,26,7,0,0,2,0,0,0,0,0,0,2,0,4
105,6,2012,26,7,0,1,0,0,0,0,0,0,1,6,0,8
105,7,2012,26,7,0,0,0,0,0,0,0,0,0,5,0,5
105,8,2012,26,7,0,0,2,0,0,0,0,0,1,3,0,6
105,9,2012,26,7,0,0,0,0,0,0,0,0,1,4,0,5
105,10,2012,26,7,0,0,0,0,0,0,0,0,1,4,0,5
105,11,2012,26,7,0,0,0,0,0,0,0,0,0,2,0,2
105,12,2012,26,7,1,0,0,0,0,0,0,0,1,1,0,3
106,1,2012,26,7,0,0,0,0,0,0,0,0,0,3,0,3
106,2,2012,26,7,0,0,0,0,0,0,0,0,0,2,0,2
106,3,2012,26,7,0,0,0,0,0,0,0,0,0,0,0,0
106,4,2012,26,7,0,0,0,0,0,0,0,0,0,3,0,3
106,5,2012,26,7,0,0,0,0,1,0,0,0,1,2,0,4
106,6,2012,26,7,0,0,0,0,0,0,0,0,1,1,0,2
106,7,2012,26,7,0,0,0,0,0,0,0,0,0,0,0,0
106,8,2012,26,7,0,0,0,0,0,0,0,0,0,0,0,0
106,9,2012,26,7,0,0,0,0,0,0,0,0,0,0,0,0
106,10,2012,26,7,0,0,0,0,0,0,0,0,0,0,0,0
106,11,2012,26,7,0,0,0,0,0,0,0,0,0,0,0,0
106,12,2012,26,7,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2012,38,7,0,0,0,0,0,0,0,0,0,2,0,2
107,2,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
107,3,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
107,4,2012,38,7,0,0,0,0,0,0,0,0,0,1,0,1
107,5,2012,38,7,0,0,0,0,0,0,0,0,0,1,0,1
107,6,2012,38,7,0,0,0,0,0,0,0,0,0,1,0,1
107,7,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
107,8,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
107,9,2012,38,7,0,0,0,0,0,0,0,0,0,1,0,1
107,10,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
107,11,2012,38,7,0,0,2,0,0,0,0,0,0,0,0,2
107,12,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2012,38,7,0,0,0,0,0,0,0,0,0,1,0,1
108,2,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
108,3,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
108,4,2012,38,7,0,1,2,0,0,0,0,0,1,1,0,5
108,5,2012,38,7,0,0,2,0,0,0,0,0,0,3,0,5
108,6,2012,38,7,1,0,0,0,2,0,0,0,0,2,0,5
108,7,2012,38,7,0,0,1,0,0,0,0,0,0,3,0,4
108,8,2012,38,7,0,0,1,0,0,0,0,0,0,2,0,3
108,9,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
108,10,2012,38,7,0,0,0,0,0,0,0,0,1,0,0,1
108,11,2012,38,7,0,0,2,1,2,0,0,0,0,2,0,7
108,12,2012,38,7,1,0,2,0,0,0,0,0,0,2,0,5
109,1,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,2,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,3,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,4,2012,38,7,0,0,1,0,0,0,0,0,0,0,0,1
109,5,2012,38,7,0,0,0,0,0,0,0,0,0,1,0,1
109,6,2012,38,7,0,0,0,0,0,0,0,0,0,1,0,1
109,7,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,8,2012,38,7,0,0,3,0,1,0,0,0,0,2,0,6
109,9,2012,38,7,0,1,0,0,0,1,0,0,0,1,0,3
109,10,2012,38,7,0,0,0,0,0,0,0,0,0,1,0,1
109,11,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
109,12,2012,38,7,0,0,0,0,0,0,0,0,0,0,0,0
110,1,2012,30,7,0,0,1,0,1,0,0,0,0,4,0,6
110,2,2012,30,7,3,0,0,0,1,0,0,0,0,7,0,11
110,3,2012,30,7,0,0,2,0,0,0,0,0,0,2,0,4
110,4,2012,30,7,0,0,1,0,1,0,0,0,2,1,0,5
110,5,2012,30,7,0,0,2,0,3,1,0,1,0,2,0,9
110,6,2012,30,7,0,0,1,0,0,0,0,0,2,8,0,11
110,7,2012,30,7,0,0,2,0,1,0,0,0,0,1,0,4
110,8,2012,30,7,0,0,0,0,0,0,0,0,1,2,0,3
110,9,2012,30,7,0,0,0,0,0,0,0,0,2,3,0,5
110,10,2012,30,7,0,0,0,0,0,0,0,0,3,1,0,4
110,11,2012,30,7,0,0,0,0,1,0,0,0,0,4,0,5
110,12,2012,30,7,0,0,1,0,0,0,0,0,0,3,0,4
111,1,2012,30,7,0,0,0,0,0,0,0,0,1,0,0,1
111,2,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,3,2012,30,7,0,0,0,0,0,0,0,0,0,1,0,1
111,4,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,5,2012,30,7,0,1,0,0,0,0,0,0,0,0,0,1
111,6,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,7,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,8,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,9,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,10,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,11,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
111,12,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,1,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,2,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,3,2012,30,7,0,0,1,0,0,0,0,0,0,1,0,2
112,4,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,5,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,6,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,7,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,8,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,9,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,10,2012,30,7,0,0,1,0,0,0,0,0,1,1,0,3
112,11,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
112,12,2012,30,7,0,0,0,0,0,0,0,0,0,0,0,0
118,1,2012,25,4,0,0,0,0,1,0,0,0,1,1,0,3
118,2,2012,25,4,0,0,1,4,0,0,0,0,3,4,0,12
118,3,2012,25,4,0,0,0,0,0,0,0,1,0,0,0,1
118,4,2012,25,4,0,0,2,0,0,0,0,0,3,4,0,9
118,5,2012,25,4,0,0,0,0,0,0,0,0,2,1,0,3
118,6,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
118,7,2012,25,4,0,0,0,0,0,0,0,0,0,6,0,6
118,8,2012,25,4,0,0,0,0,0,0,0,0,1,3,0,4
118,9,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
118,10,2012,25,4,0,0,0,1,0,0,0,0,0,1,0,2
118,11,2012,25,4,0,0,0,0,1,0,0,0,2,12,0,15
118,12,2012,25,4,0,0,1,0,0,0,0,0,0,4,0,5
119,1,2012,35,4,0,0,0,0,0,0,0,0,1,2,0,3
119,2,2012,35,4,0,0,0,0,0,0,0,0,1,1,0,2
119,3,2012,35,4,0,0,1,0,1,0,0,1,0,2,0,5
119,4,2012,35,4,0,0,1,0,0,0,0,0,0,1,0,2
119,5,2012,35,4,0,0,0,0,0,0,0,0,0,2,0,2
119,6,2012,35,4,0,0,0,0,0,0,0,0,0,0,0,0
119,7,2012,35,4,0,0,2,0,0,0,0,0,0,0,0,2
119,8,2012,35,4,0,0,0,0,0,0,0,0,0,1,0,1
119,9,2012,35,4,0,0,1,0,0,0,0,0,0,2,0,3
119,10,2012,35,4,0,0,2,0,0,0,0,0,0,1,0,3
119,11,2012,35,4,0,0,0,0,0,0,0,0,0,1,0,1
119,12,2012,35,4,0,0,2,0,0,0,0,0,0,1,0,3
120,1,2012,35,4,0,0,0,0,0,0,0,0,0,0,0,0
120,2,2012,35,4,0,0,0,0,0,0,0,0,0,0,0,0
120,3,2012,35,4,0,0,0,0,0,0,0,0,0,1,0,1
120,4,2012,35,4,0,0,0,0,0,0,0,0,0,1,0,1
120,5,2012,35,4,0,0,0,0,0,0,0,0,0,0,0,0
120,6,2012,35,4,0,0,1,0,0,0,0,0,0,0,0,1
120,7,2012,35,4,0,0,0,0,0,0,0,0,0,3,0,3
120,8,2012,35,4,0,0,2,0,0,0,0,0,0,0,0,2
120,9,2012,35,4,2,0,1,0,0,0,0,0,0,1,0,4
120,10,2012,35,4,0,0,0,0,0,0,0,0,0,0,0,0
120,11,2012,35,4,0,0,0,0,0,0,0,0,1,1,0,2
120,12,2012,35,4,0,0,0,0,0,0,0,0,0,0,0,0
121,1,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,2,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,3,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,4,2012,32,6,0,0,0,0,0,0,0,0,0,2,0,2
121,5,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,6,2012,32,6,0,0,0,0,0,0,0,0,0,2,0,2
121,7,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,8,2012,32,6,0,0,3,0,1,0,0,0,0,0,0,4
121,9,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,10,2012,32,6,0,0,0,0,1,0,0,0,2,2,0,5
121,11,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
121,12,2012,32,6,0,0,2,0,0,0,0,0,0,1,0,3
122,1,2012,32,6,0,0,0,0,0,0,0,0,0,1,0,1
122,2,2012,32,6,0,0,0,0,0,0,0,0,0,1,0,1
122,3,2012,32,6,0,0,0,0,0,0,0,0,0,1,0,1
122,4,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
122,5,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
122,6,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
122,7,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
122,8,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
122,9,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
122,10,2012,32,6,0,0,0,0,0,0,0,0,0,0,0,0
122,11,2012,32,6,0,1,0,0,0,0,0,0,0,0,0,1
122,12,2012,32,6,0,0,2,0,0,0,0,0,0,2,0,4
123,1,2012,32,6,0,0,1,0,0,0,0,0,1,5,1,8
123,2,2012,32,6,0,0,1,0,0,0,0,0,3,8,0,12
123,3,2012,32,6,0,0,1,0,0,0,0,0,1,0,0,2
123,4,2012,32,6,0,0,0,0,0,0,0,0,1,9,0,10
123,5,2012,32,6,0,0,0,0,0,0,0,0,0,2,0,2
123,6,2012,32,6,0,1,1,0,1,0,0,0,0,2,0,5
123,7,2012,32,6,0,0,1,0,0,0,0,0,0,2,0,3
123,8,2012,32,6,0,0,2,0,1,0,0,0,0,3,0,6
123,9,2012,32,6,0,0,0,0,0,0,0,0,0,2,0,2
123,10,2012,32,6,0,0,0,0,0,0,0,0,2,3,0,5
123,11,2012,32,6,0,0,0,0,0,0,0,0,2,14,0,16
123,12,2012,32,6,0,0,1,1,0,0,0,0,0,11,0,13
124,1,2012,25,4,0,0,1,0,0,0,0,1,1,1,0,4
124,2,2012,25,4,0,0,1,0,0,0,0,0,0,1,0,2
124,3,2012,25,4,0,0,0,0,0,0,0,0,0,3,0,3
124,4,2012,25,4,0,0,0,0,1,0,0,0,0,2,0,3
124,5,2012,25,4,0,0,4,0,0,0,0,0,0,0,0,4
124,6,2012,25,4,0,0,0,0,0,0,0,0,1,3,0,4
124,7,2012,25,4,0,0,1,0,0,0,0,0,0,1,0,2
124,8,2012,25,4,0,0,0,0,0,0,0,0,2,1,0,3
124,9,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
124,10,2012,25,4,0,0,0,0,0,0,0,0,0,3,0,3
124,11,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
124,12,2012,25,4,0,0,1,0,0,0,0,0,4,2,0,7
125,1,2012,25,4,0,0,0,0,0,0,0,0,0,0,0,0
125,2,2012,25,4,0,0,1,0,0,0,0,0,0,1,0,2
125,3,2012,25,4,0,0,3,0,0,0,0,0,0,2,0,5
125,4,2012,25,4,0,0,0,0,0,0,0,0,0,0,0,0
125,5,2012,25,4,0,0,0,0,0,0,0,0,1,5,0,6
125,6,2012,25,4,0,0,1,0,1,0,0,0,2,1,0,5
125,7,2012,25,4,0,0,0,0,0,0,0,0,1,2,0,3
125,8,2012,25,4,0,0,0,0,0,0,0,0,0,3,0,3
125,9,2012,25,4,0,0,1,0,0,0,0,0,0,2,0,3
125,10,2012,25,4,0,0,0,0,0,0,0,0,3,4,0,7
125,11,2012,25,4,0,0,0,0,0,0,0,0,1,0,0,1
125,12,2012,25,4,0,0,0,0,0,0,0,0,2,1,0,3
126,1,2012,25,4,0,0,1,0,1,0,0,0,0,7,0,9
126,2,2012,25,4,0,0,0,0,0,0,0,1,3,11,0,15
126,3,2012,25,4,0,0,3,0,0,0,0,0,2,4,0,9
126,4,2012,25,4,0,1,2,0,1,0,0,0,6,10,0,20
126,5,2012,25,4,0,0,1,0,1,0,0,0,2,7,0,11
126,6,2012,25,4,0,0,1,0,0,0,0,1,2,4,0,8
126,7,2012,25,4,0,0,0,0,0,0,0,0,1,13,0,14
126,8,2012,25,4,0,0,0,0,0,0,0,0,1,4,0,5
126,9,2012,25,4,0,0,1,0,0,0,0,0,5,3,0,9
126,10,2012,25,4,0,0,0,0,0,0,0,1,7,6,0,14
126,11,2012,25,4,0,0,0,0,0,0,0,0,2,4,0,6
126,12,2012,25,4,0,0,1,0,0,0,0,0,4,6,0,11
127,1,2012,25,4,0,0,0,0,0,0,0,0,0,3,0,3
127,2,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
127,3,2012,25,4,0,0,1,0,0,0,0,0,0,3,0,4
127,4,2012,25,4,0,0,0,0,0,0,0,0,1,4,0,5
127,5,2012,25,4,0,0,0,0,0,0,0,0,0,2,0,2
127,6,2012,25,4,0,0,0,0,0,0,0,0,1,2,0,3
127,7,2012,25,4,0,0,1,0,0,0,0,0,0,1,0,2
127,8,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
127,9,2012,25,4,0,0,1,0,0,0,0,0,0,2,0,3
127,10,2012,25,4,0,0,0,0,0,0,0,0,0,0,0,0
127,11,2012,25,4,0,0,0,0,0,0,0,0,0,4,0,4
127,12,2012,25,4,0,0,0,0,0,0,0,0,0,0,0,0
128,1,2012,32,6,0,0,2,0,0,0,0,0,0,0,0,2
128,2,2012,32,6,0,0,0,0,0,0,0,0,1,4,0,5
128,3,2012,32,6,0,0,0,0,1,0,0,0,1,4,0,6
128,4,2012,32,6,0,0,1,0,0,0,0,0,1,2,0,4
128,5,2012,32,6,0,0,0,0,0,0,0,0,0,2,0,2
128,6,2012,32,6,0,0,0,0,1,0,0,0,0,3,0,4
128,7,2012,32,6,0,0,0,0,0,0,0,0,0,6,0,6
128,8,2012,32,6,0,0,1,0,0,0,0,0,1,2,0,4
128,9,2012,32,6,0,0,0,0,0,0,0,0,1,0,0,1
128,10,2012,32,6,0,1,1,0,0,0,0,0,0,3,0,5
128,11,2012,32,6,0,0,0,0,0,0,0,1,1,0,0,2
128,12,2012,32,6,0,0,0,0,0,0,0,0,2,2,0,4
129,1,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
129,2,2012,25,4,0,0,0,0,0,0,0,0,0,0,0,0
129,3,2012,25,4,0,0,0,0,1,0,0,0,0,0,0,1
129,4,2012,25,4,0,0,0,0,0,0,0,0,1,0,0,1
129,5,2012,25,4,0,0,0,0,0,0,0,0,0,0,0,0
129,6,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
129,7,2012,25,4,0,0,0,0,0,0,0,0,1,0,0,1
129,8,2012,25,4,0,0,0,0,0,0,0,0,0,1,0,1
129,9,2012,25,4,0,0,0,0,0,0,0,0,1,0,0,1
