cisp,mes,ano,aisp,risp,airsoft,arma_fabricacao_caseira,carabina,espingarda,fuzil,garrucha,garruchao,metralhadora,outros,paintball,pistola,revolver,submetralhadora,total
17,12,2015,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18,1,2015,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
18,2,2015,4,1,0,0,0,0,0,0,0,0,0,0,4,1,0,5
18,3,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,6,2015,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18,7,2015,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
18,8,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,9,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,2015,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18,11,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,12,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2015,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,2,2015,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,3,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4,2015,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
19,5,2015,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2
19,6,2015,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,7,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,8,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,11,2015,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19,12,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,2015,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,2,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,2015,6,1,0,0,1,0,0,0,0,0,0,0,3,0,0,4
20,4,2015,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,5,2015,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,6,2015,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,7,2015,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,8,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,2015,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
20,12,2015,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,2015,22,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
21,2,2015,22,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5
21,3,2015,22,1,1,0,0,0,0,0,0,0,1,0,3,0,0,5
21,4,2015,22,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5
21,5,2015,22,1,0,0,0,0,1,0,0,0,1,0,2,0,0,4
21,6,2015,22,1,0,0,0,0,1,0,0,0,0,0,4,1,0,6
21,7,2015,22,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
21,8,2015,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,9,2015,22,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
21,10,2015,22,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
21,11,2015,22,1,1,0,0,0,0,0,0,0,0,0,4,0,0,5
21,12,2015,22,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3
22,1,2015,16,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
22,2,2015,16,1,0,0,0,0,1,0,0,0,0,0,2,0,0,3
22,3,2015,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
22,4,2015,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
22,5,2015,16,1,0,0,0,0,0,0,0,0,0,0,7,0,0,7
22,6,2015,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
22,7,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,8,2015,16,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5
22,9,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22,10,2015,16,1,0,0,0,0,0,0,0,0,1,0,3,0,0,4
22,11,2015,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,12,2015,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
23,1,2015,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
23,2,2015,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
23,3,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4,2015,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3
23,5,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,7,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,9,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,11,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,12,2015,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
24,1,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24,3,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7,2015,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
24,8,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,9,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,10,2015,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,11,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,2015,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25,1,2015,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
25,2,2015,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
25,3,2015,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
25,4,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25,5,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,6,2015,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
25,7,2015,3,1,0,0,1,0,0,0,0,0,1,0,2,0,0,4
25,8,2015,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,9,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,10,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,11,2015,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
25,12,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,2,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,3,2015,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
26,4,2015,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
26,5,2015,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26,6,2015,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2
26,7,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,8,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,9,2015,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
26,10,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,11,2015,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
26,12,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,1,2015,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,2,2015,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,2015,41,2,0,0,0,0,0,0,0,0,0,0,4,1,0,5
27,4,2015,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
27,5,2015,41,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
27,6,2015,41,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2
27,7,2015,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,8,2015,41,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2
27,9,2015,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,10,2015,41,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
27,11,2015,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,12,2015,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,1,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,2015,9,2,0,0,0,1,0,0,0,0,0,0,2,0,0,3
28,4,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,2015,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2
28,6,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,7,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,8,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,9,2015,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,10,2015,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,11,2015,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,12,2015,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,1,2015,9,2,0,0,0,0,1,0,0,0,2,0,6,0,0,9
29,2,2015,9,2,0,0,0,0,0,0,0,0,0,0,6,0,0,6
29,3,2015,9,2,0,0,0,0,0,0,0,0,0,0,6,0,0,6
29,4,2015,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
29,5,2015,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
29,6,2015,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
29,7,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,2015,9,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
29,9,2015,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
29,10,2015,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
29,11,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,12,2015,9,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3
30,1,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,2015,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2
30,3,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,2015,9,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2
30,5,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,9,2015,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,10,2015,9,2,0,0,0,0,0,0,0,0,0,0,6,0,0,6
30,11,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,12,2015,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,1,2015,41,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,2,2015,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
31,3,2015,41,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
31,4,2015,41,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
31,5,2015,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
31,6,2015,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
31,7,2015,41,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
31,8,2015,41,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
31,9,2015,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,10,2015,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,11,2015,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,12,2015,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,1,2015,18,2,0,0,1,0,0,0,0,0,0,0,3,0,0,4
32,2,2015,18,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
32,3,2015,18,2,0,0,0,0,0,0,0,0,0,0,7,0,0,7
32,4,2015,18,2,0,0,0,0,2,0,0,0,0,0,7,0,0,9
32,5,2015,18,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
32,6,2015,18,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
32,7,2015,18,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
32,8,2015,18,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
32,9,2015,18,2,0,0,0,0,0,0,0,0,0,0,3,1,0,4
32,10,2015,18,2,1,0,1,0,1,0,0,0,0,0,5,0,0,8
32,11,2015,18,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
32,12,2015,18,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
33,1,2015,14,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
33,2,2015,14,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3
33,3,2015,14,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
33,4,2015,14,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
33,5,2015,14,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
33,6,2015,14,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
33,7,2015,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,8,2015,14,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
33,9,2015,14,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
33,10,2015,14,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
33,11,2015,14,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
33,12,2015,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,1,2015,14,2,0,0,0,0,1,0,0,0,0,0,4,0,0,5
34,2,2015,14,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
34,3,2015,14,2,0,0,0,0,1,0,0,0,0,0,9,0,0,10
34,4,2015,14,2,0,0,0,0,0,0,0,0,0,0,10,0,0,10
34,5,2015,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2015,14,2,0,0,0,0,2,0,0,0,0,0,5,0,0,7
34,7,2015,14,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
34,8,2015,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,9,2015,14,2,0,0,0,0,0,0,0,0,0,0,5,1,0,6
34,10,2015,14,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
34,11,2015,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,12,2015,14,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
35,1,2015,40,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
35,2,2015,40,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
35,3,2015,40,2,0,0,0,0,0,0,0,0,0,0,7,0,0,7
35,4,2015,40,2,0,0,0,0,0,0,0,0,0,0,7,0,0,7
35,5,2015,40,2,0,0,1,0,0,0,0,0,0,0,3,0,0,4
35,6,2015,40,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
35,7,2015,40,2,1,0,0,0,0,0,0,0,0,0,4,0,0,5
35,8,2015,40,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
35,9,2015,40,2,0,0,0,0,0,0,0,0,0,0,2,1,0,3
35,10,2015,40,2,0,0,0,0,0,0,0,0,1,0,4,0,0,5
35,11,2015,40,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,12,2015,40,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
36,1,2015,27,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
36,2,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,3,2015,27,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2
36,4,2015,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,5,2015,27,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
36,6,2015,27,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
36,7,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,8,2015,27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36,9,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,10,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,11,2015,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,12,2015,27,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
37,1,2015,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37,2,2015,17,1,0,0,0,0,0,0,0,0,3,0,1,0,0,4
37,3,2015,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,4,2015,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,5,2015,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,6,2015,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7,2015,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8,2015,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,9,2015,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,10,2015,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,11,2015,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,12,2015,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2015,16,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
38,2,2015,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,3,2015,16,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
38,4,2015,16,1,0,0,0,0,1,0,0,0,0,0,3,0,0,4
38,5,2015,16,1,0,0,0,0,1,0,0,0,0,0,3,0,0,4
38,6,2015,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,7,2015,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,8,2015,16,1,0,0,0,0,1,0,0,0,0,0,4,0,0,5
38,9,2015,16,1,0,0,2,0,1,0,0,0,0,0,1,0,0,4
38,10,2015,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,11,2015,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
38,12,2015,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39,1,2015,41,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3
39,2,2015,41,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3
39,3,2015,41,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
39,4,2015,41,2,0,0,0,0,0,0,0,0,2,0,3,0,0,5
39,5,2015,41,2,0,0,0,0,1,0,0,0,1,0,2,0,0,4
39,6,2015,41,2,0,0,0,0,0,0,0,0,2,0,2,0,0,4
39,7,2015,41,2,0,0,1,0,3,0,0,0,0,0,1,0,0,5
39,8,2015,41,2,0,0,0,0,1,0,0,0,1,0,6,0,0,8
39,9,2015,41,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2
39,10,2015,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,11,2015,41,2,0,0,1,0,0,0,0,0,0,0,2,0,0,3
39,12,2015,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,1,2015,9,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2
40,2,2015,9,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4
40,3,2015,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,4,2015,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,5,2015,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
40,6,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,7,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8,2015,9,2,0,0,0,0,1,0,0,0,0,0,2,0,0,3
40,9,2015,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,10,2015,9,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
40,11,2015,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
40,12,2015,9,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
41,1,2015,18,2,1,0,0,0,0,0,0,0,0,0,2,0,0,3
41,2,2015,18,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
41,3,2015,18,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2
41,4,2015,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,5,2015,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,6,2015,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,7,2015,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8,2015,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,9,2015,18,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
41,10,2015,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,11,2015,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,12,2015,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,1,2015,31,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3
42,2,2015,31,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
42,3,2015,31,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3
42,4,2015,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5,2015,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,6,2015,31,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4
42,7,2015,31,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5
42,8,2015,31,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
42,9,2015,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,10,2015,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,11,2015,31,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2
42,12,2015,31,2,1,0,0,0,0,0,0,0,0,0,2,0,0,3
43,1,2015,27,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2
43,2,2015,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,2015,27,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
43,4,2015,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,6,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,7,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,8,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,9,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,10,2015,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,11,2015,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,12,2015,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2015,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4
44,2,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,3,2015,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
44,4,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,5,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,6,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,7,2015,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
44,8,2015,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,9,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44,10,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,11,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,12,2015,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3
45,1,2015,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
45,2,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,2015,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,4,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5,2015,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,6,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,7,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,9,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,10,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,11,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,12,2015,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,2015,24,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2
48,2,2015,24,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2
48,3,2015,24,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48,4,2015,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,5,2015,24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,6,2015,24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,7,2015,24,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2
48,8,2015,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,9,2015,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,10,2015,24,3,0,0,1,0,1,0,0,0,0,0,1,0,0,3
48,11,2015,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12,2015,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,2015,24,3,0,0,0,0,0,0,0,0,1,0,3,0,0,4
50,2,2015,24,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3
50,3,2015,24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50,4,2015,24,3,0,0,1,1,1,0,0,0,1,0,2,0,0,6
50,5,2015,24,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2
50,6,2015,24,3,0,0,0,0,0,0,0,0,0,0,3,1,0,4
50,7,2015,24,3,0,0,0,1,0,0,0,0,0,0,3,0,0,4
